rule,sourceType,sourceFile,sourceRow,partyName,currency,direction,rawBalance,ourRefNo,sourceInternalId
I2,CRDR,2.CRDR_JAN-APR 2026.xls,135,PROLINE SEA & AIR,USD,receivable,1450,PEOI009377,13974
I2,CRDR,2.CRDR_JAN-APR 2026.xls,136,SEA AND AIR FREIGHT INTL,USD,receivable,616.06,PEAI008805,13973
I2,CRDR,2.CRDR_JAN-APR 2026.xls,138,SKYMASTER EXPRESS,CAD,receivable,329.5,PEAE008976,13971
W2,CRDR,2.CRDR_JAN-APR 2026.xls,138,SKYMASTER EXPRESS,CAD,receivable,329.5,PEAE008976,13971
I2,CRDR,2.CRDR_JAN-APR 2026.xls,140,RAMSES LOGISTICS,USD,receivable,70,PEOI009373,13969
I2,CRDR,2.CRDR_JAN-APR 2026.xls,141,RAMSES LOGISTICS,USD,receivable,70,PEOI009372,13968
I2,CRDR,2.CRDR_JAN-APR 2026.xls,142,RAMSES LOGISTICS,USD,receivable,70,PEOI009371,13967
I2,CRDR,2.CRDR_JAN-APR 2026.xls,143,SKYMASTER EXPRESS,CAD,receivable,1972.5,PEAE008972,13966
W2,CRDR,2.CRDR_JAN-APR 2026.xls,143,SKYMASTER EXPRESS,CAD,receivable,1972.5,PEAE008972,13966
I2,CRDR,2.CRDR_JAN-APR 2026.xls,144,SKYMASTER EXPRESS,CAD,receivable,333.35,PEAE008972,13965
W2,CRDR,2.CRDR_JAN-APR 2026.xls,144,SKYMASTER EXPRESS,CAD,receivable,333.35,PEAE008972,13965
I2,CRDR,2.CRDR_JAN-APR 2026.xls,145,HANARO TNS CO LTD (SEOU,USD,receivable,401.2,PEAE008972,13964
I2,CRDR,2.CRDR_JAN-APR 2026.xls,147,JET SOCIETY CORPORATION -,USD,receivable,759.29,PEAE008972,13962
I2,CRDR,2.CRDR_JAN-APR 2026.xls,148,THE H LOGISTICS,USD,receivable,35,PEOI009370,13961
I2,CRDR,2.CRDR_JAN-APR 2026.xls,149,GLOMC AIR &SEA,USD,receivable,3464.96,PEAE008970,13960
I2,CRDR,2.CRDR_JAN-APR 2026.xls,152,SKYMASTER EXPRESS,USD,receivable,11722.96,PEAE008963,13957
W2,CRDR,2.CRDR_JAN-APR 2026.xls,152,SKYMASTER EXPRESS,USD,receivable,11722.96,PEAE008963,13957
I2,CRDR,2.CRDR_JAN-APR 2026.xls,154,ATZ KOREA COLTD - INT,USD,payable,-83.73,PEOI009353,13955
I2,CRDR,2.CRDR_JAN-APR 2026.xls,156,PWGROUP,USD,receivable,1465.65,PEAI008799,13953
I2,CRDR,2.CRDR_JAN-APR 2026.xls,157,B&T GLS,USD,receivable,1208.13,PEAE008973,13952
I2,CRDR,2.CRDR_JAN-APR 2026.xls,158,SKYMASTER EXPRESS,CAD,receivable,117.75,PEAE008973,13951
W2,CRDR,2.CRDR_JAN-APR 2026.xls,158,SKYMASTER EXPRESS,CAD,receivable,117.75,PEAE008973,13951
I2,CRDR,2.CRDR_JAN-APR 2026.xls,159,SKYMASTER EXPRESS,CAD,receivable,3382.5,PEAE008973,13950
W2,CRDR,2.CRDR_JAN-APR 2026.xls,159,SKYMASTER EXPRESS,CAD,receivable,3382.5,PEAE008973,13950
I2,CRDR,2.CRDR_JAN-APR 2026.xls,160,SKYMASTER EXPRESS,CAD,receivable,355,PEAE008974,13949
W2,CRDR,2.CRDR_JAN-APR 2026.xls,160,SKYMASTER EXPRESS,CAD,receivable,355,PEAE008974,13949
I2,CRDR,2.CRDR_JAN-APR 2026.xls,162,BETTER SHIPPING,USD,receivable,1387.45,PEAE008971,13947
I2,CRDR,2.CRDR_JAN-APR 2026.xls,163,THE H LOGISTICS,USD,receivable,35,PEOI009363,13946
I2,CRDR,2.CRDR_JAN-APR 2026.xls,164,WOOSUNG FREIGHT,CAD,receivable,521,PEAE008968,13945
I2,CRDR,2.CRDR_JAN-APR 2026.xls,166,SKYMASTER EXPRESS,CAD,receivable,16818.7,PEAE008969,13942
W2,CRDR,2.CRDR_JAN-APR 2026.xls,166,SKYMASTER EXPRESS,CAD,receivable,16818.7,PEAE008969,13942
I2,CRDR,2.CRDR_JAN-APR 2026.xls,167,JET SOCIETY CORPORATION -,USD,receivable,559.75,PEAE008968,13941
I2,CRDR,2.CRDR_JAN-APR 2026.xls,173,GLOMC AIR &SEA,USD,receivable,7090,PEOX006857,13935
I2,CRDR,2.CRDR_JAN-APR 2026.xls,174,TAEWOONG LOGISTICS,USD,payable,-4350,PEOI009357,13934
I2,CRDR,2.CRDR_JAN-APR 2026.xls,175,YNN GLOBAL LOGISTICS CO,USD,receivable,586.4,PEAE008967,13933
I2,CRDR,2.CRDR_JAN-APR 2026.xls,176,SKYMASTER EXPRESS,CAD,receivable,648.75,PEAE008966,13932
W2,CRDR,2.CRDR_JAN-APR 2026.xls,176,SKYMASTER EXPRESS,CAD,receivable,648.75,PEAE008966,13932
I2,CRDR,2.CRDR_JAN-APR 2026.xls,177,SINO LOGISTICS,USD,receivable,35,PEOI009356,13931
I2,CRDR,2.CRDR_JAN-APR 2026.xls,178,TOP-NOTCH SERVICES,USD,receivable,477,PEAI008794,13930
W2,CRDR,2.CRDR_JAN-APR 2026.xls,179,SKYMASTER EXPRESS,USD,settled,0,PEAE008963,13929
W2,CRDR,2.CRDR_JAN-APR 2026.xls,180,SKYMASTER EXPRESS,USD,settled,0,PEAE008963,13928
I2,CRDR,2.CRDR_JAN-APR 2026.xls,181,SKYMASTER EXPRESS,CAD,receivable,526,PEAE008965,13926
W2,CRDR,2.CRDR_JAN-APR 2026.xls,181,SKYMASTER EXPRESS,CAD,receivable,526,PEAE008965,13926
I2,CRDR,2.CRDR_JAN-APR 2026.xls,183,HANJIN TRANSPORTATION CO,USD,receivable,120,PEOX006848,13923
I2,CRDR,2.CRDR_JAN-APR 2026.xls,184,SKYMASTER EXPRESS,CAD,receivable,1665,PEAE008964,13922
W2,CRDR,2.CRDR_JAN-APR 2026.xls,184,SKYMASTER EXPRESS,CAD,receivable,1665,PEAE008964,13922
I2,CRDR,2.CRDR_JAN-APR 2026.xls,185,THE H LOGISTICS,USD,receivable,35,PEOI009352,13921
I2,CRDR,2.CRDR_JAN-APR 2026.xls,186,THE H LOGISTICS,USD,receivable,35,PEOI009351,13920
I2,CRDR,2.CRDR_JAN-APR 2026.xls,188,RAMSES LOGISTICS,USD,receivable,70,PEOI009347,13917
I2,CRDR,2.CRDR_JAN-APR 2026.xls,189,SKYMASTER EXPRESS,CAD,receivable,1713.75,PEAE008962,13916
W2,CRDR,2.CRDR_JAN-APR 2026.xls,189,SKYMASTER EXPRESS,CAD,receivable,1713.75,PEAE008962,13916
I2,CRDR,2.CRDR_JAN-APR 2026.xls,190,SKYMASTER EXPRESS,CAD,receivable,4068.75,PEAE008962,13915
W2,CRDR,2.CRDR_JAN-APR 2026.xls,190,SKYMASTER EXPRESS,CAD,receivable,4068.75,PEAE008962,13915
I2,CRDR,2.CRDR_JAN-APR 2026.xls,191,SEJUNG SHIPPING,USD,payable,-455.91,PEOI009387,14055
I2,CRDR,2.CRDR_JAN-APR 2026.xls,192,RAMSES LOGISTICS,USD,receivable,70,PEOI009346,13914
I2,CRDR,2.CRDR_JAN-APR 2026.xls,193,RAMSES LOGISTICS,USD,receivable,70,PEOI009345,13913
I2,CRDR,2.CRDR_JAN-APR 2026.xls,194,RAMSES LOGISTICS,USD,receivable,70,PEOI009344,13912
I2,CRDR,2.CRDR_JAN-APR 2026.xls,196,RAMSES LOGISTICS,USD,receivable,70,PEOI009342,13910
I2,CRDR,2.CRDR_JAN-APR 2026.xls,199,YOUNG CHEON LOGISTICS CO,USD,payable,-4065,PEOI009339,13907
I2,CRDR,2.CRDR_JAN-APR 2026.xls,200,SKYMASTER EXPRESS,CAD,receivable,4421.25,PEAE008961,13906
W2,CRDR,2.CRDR_JAN-APR 2026.xls,200,SKYMASTER EXPRESS,CAD,receivable,4421.25,PEAE008961,13906
I2,CRDR,2.CRDR_JAN-APR 2026.xls,202,SKYMASTER EXPRESS,CAD,receivable,3378.75,PEAE008960,13902
W2,CRDR,2.CRDR_JAN-APR 2026.xls,202,SKYMASTER EXPRESS,CAD,receivable,3378.75,PEAE008960,13902
I2,CRDR,2.CRDR_JAN-APR 2026.xls,203,SKYMASTER EXPRESS,CAD,receivable,531.2,PEAE008958,13900
W2,CRDR,2.CRDR_JAN-APR 2026.xls,203,SKYMASTER EXPRESS,CAD,receivable,531.2,PEAE008958,13900
I2,CRDR,2.CRDR_JAN-APR 2026.xls,206,ROYAL GLS,USD,receivable,472,PEAI008791,13899
W2,CRDR,2.CRDR_JAN-APR 2026.xls,210,SKYMASTER EXPRESS,CAD,settled,0,PEAE008956,13895
W2,CRDR,2.CRDR_JAN-APR 2026.xls,211,SKYMASTER EXPRESS,CAD,settled,0,PEAE008956,13894
W2,CRDR,2.CRDR_JAN-APR 2026.xls,212,SKYMASTER EXPRESS,CAD,settled,0,PEAE008956,13893
W2,CRDR,2.CRDR_JAN-APR 2026.xls,213,SKYMASTER EXPRESS,CAD,settled,0,PEAE008956,13892
I2,CRDR,2.CRDR_JAN-APR 2026.xls,214,THE H LOGISTICS,USD,receivable,35,PEOI009338,13905
I2,CRDR,2.CRDR_JAN-APR 2026.xls,215,RAMSES LOGISTICS,USD,receivable,70,PEOI009333,13891
I2,CRDR,2.CRDR_JAN-APR 2026.xls,216,RAMSES LOGISTICS,USD,receivable,70,PEOI009303,13890
I2,CRDR,2.CRDR_JAN-APR 2026.xls,217,RAMSES LOGISTICS,USD,receivable,70,PEOI009303,13889
I2,CRDR,2.CRDR_JAN-APR 2026.xls,218,RAMSES LOGISTICS,USD,receivable,70,PEOI009332,13888
I2,CRDR,2.CRDR_JAN-APR 2026.xls,219,RAMSES LOGISTICS,USD,receivable,70,PEOI009326,13887
I2,CRDR,2.CRDR_JAN-APR 2026.xls,221,SINPEX CONNECTION LOGISTI,USD,payable,-502.3,PEOI009350,13918
I2,CRDR,2.CRDR_JAN-APR 2026.xls,222,ATZ KOREA COLTD - INT,USD,payable,-569.13,PEOI009353,13927
W2,CRDR,2.CRDR_JAN-APR 2026.xls,223,SKYMASTER EXPRESS,CAD,settled,0,PEAE008957,13885
W2,CRDR,2.CRDR_JAN-APR 2026.xls,225,SKYMASTER EXPRESS,CAD,settled,0,PEAE008954,13883
W2,CRDR,2.CRDR_JAN-APR 2026.xls,226,SKYMASTER EXPRESS,CAD,settled,0,PEAE008954,13882
I2,CRDR,2.CRDR_JAN-APR 2026.xls,237,ORIENT SHIPPING,USD,receivable,400,PEOI009277,13871
W2,CRDR,2.CRDR_JAN-APR 2026.xls,238,SKYMASTER EXPRESS,CAD,settled,0,PEAE008952,13870
W2,CRDR,2.CRDR_JAN-APR 2026.xls,239,SKYMASTER EXPRESS,CAD,settled,0,PEAE008952,13869
I2,CRDR,2.CRDR_JAN-APR 2026.xls,240,THE H LOGISTICS,USD,receivable,35,PEOI009320,13868
W2,CRDR,2.CRDR_JAN-APR 2026.xls,241,SKYMASTER EXPRESS,CAD,settled,0,PEAE008952,13867
I2,CRDR,2.CRDR_JAN-APR 2026.xls,242,RAMSES LOGISTICS,USD,receivable,70,PEOI009316,13866
I2,CRDR,2.CRDR_JAN-APR 2026.xls,243,RAMSES LOGISTICS,USD,receivable,70,PEOI009315,13865
I2,CRDR,2.CRDR_JAN-APR 2026.xls,244,RAMSES LOGISTICS,USD,receivable,70,PEOI009314,13864
I2,CRDR,2.CRDR_JAN-APR 2026.xls,245,RAMSES LOGISTICS,USD,receivable,70,PEOI009313,13863
I2,CRDR,2.CRDR_JAN-APR 2026.xls,247,LOTTE AIR & SEA FREGIHT I,USD,receivable,936.8,PEAE008951,13861
W2,CRDR,2.CRDR_JAN-APR 2026.xls,249,SKYMASTER EXPRESS,CAD,settled,0,PEAE008951,13859
I2,CRDR,2.CRDR_JAN-APR 2026.xls,255,ORIENT SHIPPING,USD,receivable,602.99,PEAI008778,13854
W2,CRDR,2.CRDR_JAN-APR 2026.xls,256,SKYMASTER EXPRESS,CAD,settled,0,PEAE008950,13853
W2,CRDR,2.CRDR_JAN-APR 2026.xls,257,SKYMASTER EXPRESS,CAD,settled,0,PEAE008950,13852
I2,CRDR,2.CRDR_JAN-APR 2026.xls,260,SINO LOGISTICS,USD,receivable,35,PEOI009306,13849
I2,CRDR,2.CRDR_JAN-APR 2026.xls,263,RAMSES LOGISTICS,USD,receivable,70,PEOI009305,13846
I2,CRDR,2.CRDR_JAN-APR 2026.xls,264,RAMSES LOGISTICS,USD,receivable,70,PEOI009304,13845
I2,CRDR,2.CRDR_JAN-APR 2026.xls,265,RAMSES LOGISTICS,USD,receivable,70,PEOI009303,13844
I2,CRDR,2.CRDR_JAN-APR 2026.xls,266,RAMSES LOGISTICS,USD,receivable,70,PEOI009302,13843
I2,CRDR,2.CRDR_JAN-APR 2026.xls,267,RAMSES LOGISTICS,USD,receivable,70,PEOI009301,13842
W2,CRDR,2.CRDR_JAN-APR 2026.xls,271,SKYMASTER EXPRESS,CAD,settled,0,PEAE008946,13835
W2,CRDR,2.CRDR_JAN-APR 2026.xls,275,SKYMASTER EXPRESS,USD,settled,0,PEAI008777,13836
I2,CRDR,2.CRDR_JAN-APR 2026.xls,276,SINO LOGISTICS,USD,receivable,35,PEOI009296,13834
I1,CRDR,2.CRDR_JAN-APR 2026.xls,277,EAST AIR EXPRESS,CAD,settled,0,PEAE008947,13833
I1,CRDR,2.CRDR_JAN-APR 2026.xls,278,UNICO LOGISTICS,CAD,settled,0,PEAE008945,13831
I1,CRDR,2.CRDR_JAN-APR 2026.xls,279,CLOUD GLS,USD,settled,0,PEOX006846,13830
I1,CRDR,2.CRDR_JAN-APR 2026.xls,280,CMS LOGISTICS GROUP KOREA,USD,settled,0,PEOX006847,13829
I1,CRDR,2.CRDR_JAN-APR 2026.xls,281,HANJIN TRANSPORTATION CO,USD,settled,0,PEOX006848,13837
I2,CRDR,2.CRDR_JAN-APR 2026.xls,282,RAMSES LOGISTICS,USD,receivable,70,PEOI009294,13828
I1,CRDR,2.CRDR_JAN-APR 2026.xls,283,GLOTECH CORPORATION,USD,settled,0,PEOI009279,13825
I1,CRDR,2.CRDR_JAN-APR 2026.xls,284,SKYMASTER EXPRESS,CAD,settled,0,PEAE008943,13823
W2,CRDR,2.CRDR_JAN-APR 2026.xls,284,SKYMASTER EXPRESS,CAD,settled,0,PEAE008943,13823
I1,CRDR,2.CRDR_JAN-APR 2026.xls,285,SKYMASTER EXPRESS,CAD,settled,0,PEAE008943,13822
W2,CRDR,2.CRDR_JAN-APR 2026.xls,285,SKYMASTER EXPRESS,CAD,settled,0,PEAE008943,13822
I1,CRDR,2.CRDR_JAN-APR 2026.xls,286,THE H LOGISTICS,USD,settled,0,PEOI009286,13821
I1,CRDR,2.CRDR_JAN-APR 2026.xls,287,THE H LOGISTICS,USD,settled,0,PEOI009285,13820
I1,CRDR,2.CRDR_JAN-APR 2026.xls,288,SKYMASTER EXPRESS,USD,settled,0,PEOX006829,13819
W2,CRDR,2.CRDR_JAN-APR 2026.xls,288,SKYMASTER EXPRESS,USD,settled,0,PEOX006829,13819
I1,CRDR,2.CRDR_JAN-APR 2026.xls,289,PNL GLOBAL LOGISTICS,USD,settled,0,PEOX006829,13818
I1,CRDR,2.CRDR_JAN-APR 2026.xls,290,GLOTECH CORPORATION,USD,settled,0,PEOI009276,13817
I1,CRDR,2.CRDR_JAN-APR 2026.xls,291,SKYMASTER EXPRESS,CAD,settled,0,PEAE008942,13815
W2,CRDR,2.CRDR_JAN-APR 2026.xls,291,SKYMASTER EXPRESS,CAD,settled,0,PEAE008942,13815
I1,CRDR,2.CRDR_JAN-APR 2026.xls,292,ALL CARE LOGIX,USD,settled,0,PEAE008942,13814
I1,CRDR,2.CRDR_JAN-APR 2026.xls,293,SKYMASTER EXPRESS,USD,settled,0,PEAI008775,13813
W2,CRDR,2.CRDR_JAN-APR 2026.xls,293,SKYMASTER EXPRESS,USD,settled,0,PEAI008775,13813
I1,CRDR,2.CRDR_JAN-APR 2026.xls,294,HANJIN INTERMODAL AMERICA,USD,settled,0,PEOI009253,13812
I1,CRDR,2.CRDR_JAN-APR 2026.xls,295,SKYMASTER EXPRESS,CAD,settled,0,PEAE008941,13811
W2,CRDR,2.CRDR_JAN-APR 2026.xls,295,SKYMASTER EXPRESS,CAD,settled,0,PEAE008941,13811
I1,CRDR,2.CRDR_JAN-APR 2026.xls,296,SKYMASTER EXPRESS,CAD,settled,0,PEAE008941,13810
W2,CRDR,2.CRDR_JAN-APR 2026.xls,296,SKYMASTER EXPRESS,CAD,settled,0,PEAE008941,13810
I1,CRDR,2.CRDR_JAN-APR 2026.xls,297,THE H LOGISTICS,USD,settled,0,PEAE008939,13809
I1,CRDR,2.CRDR_JAN-APR 2026.xls,298,CLOUD GLS,USD,settled,0,PEOX006844,13808
I1,CRDR,2.CRDR_JAN-APR 2026.xls,299,RAMSES LOGISTICS,USD,settled,0,PEOI009278,13807
I1,CRDR,2.CRDR_JAN-APR 2026.xls,300,SKYMASTER EXPRESS,CAD,settled,0,PEAE008940,13806
W2,CRDR,2.CRDR_JAN-APR 2026.xls,300,SKYMASTER EXPRESS,CAD,settled,0,PEAE008940,13806
I1,CRDR,2.CRDR_JAN-APR 2026.xls,301,CONAN,USD,settled,0,PEAE008940,13805
I1,CRDR,2.CRDR_JAN-APR 2026.xls,302,CARGOWAY EXPRESS,CAD,settled,0,PEAE008940,13804
I1,CRDR,2.CRDR_JAN-APR 2026.xls,303,HANJIN TRANSPORTATION CO,USD,settled,0,PEOX006838,13743
I1,CRDR,2.CRDR_JAN-APR 2026.xls,304,INTERNATIONAL BUSINESS FR,USD,settled,0,PEAE008938,13803
I1,CRDR,2.CRDR_JAN-APR 2026.xls,305,RAMSES LOGISTICS,USD,receivable,70,PEOI009274,13802
I2,CRDR,2.CRDR_JAN-APR 2026.xls,305,RAMSES LOGISTICS,USD,receivable,70,PEOI009274,13802
I1,CRDR,2.CRDR_JAN-APR 2026.xls,306,THE H LOGISTICS,USD,settled,0,PEAI008772,13801
I1,CRDR,2.CRDR_JAN-APR 2026.xls,307,TAEWOONG LOGISTICS,USD,settled,0,PEOI009205,13799
I1,CRDR,2.CRDR_JAN-APR 2026.xls,308,HANJIN TRANSPORTATION CO,USD,settled,0,PEAI008773,13798
I1,CRDR,2.CRDR_JAN-APR 2026.xls,309,SKYMASTER EXPRESS,USD,settled,0,PEAI008771,13797
W2,CRDR,2.CRDR_JAN-APR 2026.xls,309,SKYMASTER EXPRESS,USD,settled,0,PEAI008771,13797
I1,CRDR,2.CRDR_JAN-APR 2026.xls,310,SKYMASTER EXPRESS,USD,settled,0,PEAI008771,13796
W2,CRDR,2.CRDR_JAN-APR 2026.xls,310,SKYMASTER EXPRESS,USD,settled,0,PEAI008771,13796
I1,CRDR,2.CRDR_JAN-APR 2026.xls,311,EZ FREIGHT,USD,receivable,325,PEOI009270,13800
I2,CRDR,2.CRDR_JAN-APR 2026.xls,311,EZ FREIGHT,USD,receivable,325,PEOI009270,13800
I1,CRDR,2.CRDR_JAN-APR 2026.xls,312,GLOTECH CORPORATION,USD,settled,0,PEOI009242,13795
I1,CRDR,2.CRDR_JAN-APR 2026.xls,313,EZ FREIGHT,USD,receivable,75,PEOI009269,13794
I2,CRDR,2.CRDR_JAN-APR 2026.xls,313,EZ FREIGHT,USD,receivable,75,PEOI009269,13794
I1,CRDR,2.CRDR_JAN-APR 2026.xls,314,SKYMASTER EXPRESS,USD,settled,0,PEAI008767,13793
W2,CRDR,2.CRDR_JAN-APR 2026.xls,314,SKYMASTER EXPRESS,USD,settled,0,PEAI008767,13793
I1,CRDR,2.CRDR_JAN-APR 2026.xls,315,RAMSES LOGISTICS,USD,receivable,70,PEOI009268,13792
I2,CRDR,2.CRDR_JAN-APR 2026.xls,315,RAMSES LOGISTICS,USD,receivable,70,PEOI009268,13792
I1,CRDR,2.CRDR_JAN-APR 2026.xls,316,RAMSES LOGISTICS,USD,receivable,70,PEOI009267,13791
I2,CRDR,2.CRDR_JAN-APR 2026.xls,316,RAMSES LOGISTICS,USD,receivable,70,PEOI009267,13791
I1,CRDR,2.CRDR_JAN-APR 2026.xls,317,JET SOCIETY CORPORATION -,USD,settled,0,PEAI008770,13790
I1,CRDR,2.CRDR_JAN-APR 2026.xls,318,BETTER SHIPPING,USD,settled,0,PEOX006839,13789
I1,CRDR,2.CRDR_JAN-APR 2026.xls,319,UNICO LOGISTICS,CAD,settled,0,PEAE008935,13788
I1,CRDR,2.CRDR_JAN-APR 2026.xls,320,RAMSES LOGISTICS,USD,receivable,70,PEOI009265,13787
I2,CRDR,2.CRDR_JAN-APR 2026.xls,320,RAMSES LOGISTICS,USD,receivable,70,PEOI009265,13787
I1,CRDR,2.CRDR_JAN-APR 2026.xls,321,RAMSES LOGISTICS,USD,receivable,70,PEOI009264,13786
I2,CRDR,2.CRDR_JAN-APR 2026.xls,321,RAMSES LOGISTICS,USD,receivable,70,PEOI009264,13786
I1,CRDR,2.CRDR_JAN-APR 2026.xls,322,INTERCARGO LOGISTICS,USD,receivable,1821.16,PEAE008936,13785
I2,CRDR,2.CRDR_JAN-APR 2026.xls,322,INTERCARGO LOGISTICS,USD,receivable,1821.16,PEAE008936,13785
I1,CRDR,2.CRDR_JAN-APR 2026.xls,323,THE H LOGISTICS,USD,settled,0,PEOI009263,13784
I1,CRDR,2.CRDR_JAN-APR 2026.xls,324,RAMSES LOGISTICS,USD,receivable,70,PEOI009262,13783
I2,CRDR,2.CRDR_JAN-APR 2026.xls,324,RAMSES LOGISTICS,USD,receivable,70,PEOI009262,13783
I1,CRDR,2.CRDR_JAN-APR 2026.xls,325,RAMSES LOGISTICS,USD,receivable,70,PEOI009261,13782
I2,CRDR,2.CRDR_JAN-APR 2026.xls,325,RAMSES LOGISTICS,USD,receivable,70,PEOI009261,13782
I1,CRDR,2.CRDR_JAN-APR 2026.xls,326,SINO LOGISTICS,USD,receivable,35,PEOI009257,13780
I2,CRDR,2.CRDR_JAN-APR 2026.xls,326,SINO LOGISTICS,USD,receivable,35,PEOI009257,13780
I1,CRDR,2.CRDR_JAN-APR 2026.xls,327,TLLOS LOGISTICS,USD,settled,0,PEOI009256,13779
I1,CRDR,2.CRDR_JAN-APR 2026.xls,328,WORLD NET LOGISTICS SOLUT,USD,settled,0,PEAI008765,13778
I1,CRDR,2.CRDR_JAN-APR 2026.xls,329,CMS LOGISTICS GROUP KOREA,USD,settled,0,PEOX006843,13777
I1,CRDR,2.CRDR_JAN-APR 2026.xls,330,CMS LOGISTICS GROUP KOREA,USD,settled,0,PEOX006843,13776
I1,CRDR,2.CRDR_JAN-APR 2026.xls,331,GLOMC AIR &SEA,USD,settled,0,PEAE008934,13775
I1,CRDR,2.CRDR_JAN-APR 2026.xls,332,SEJUNG SHIPPING,USD,settled,0,PEAE008937,13774
I1,CRDR,2.CRDR_JAN-APR 2026.xls,333,TRUST AND BEST,USD,payable,-870.29,PEOI009299,13840
I2,CRDR,2.CRDR_JAN-APR 2026.xls,333,TRUST AND BEST,USD,payable,-870.29,PEOI009299,13840
I1,CRDR,2.CRDR_JAN-APR 2026.xls,334,SCANWELL LOGISTICS (KOREA,USD,settled,0,PEOI009281,13816
I1,CRDR,2.CRDR_JAN-APR 2026.xls,335,SKYMASTER EXPRESS,CAD,settled,0,PEAE008930,13771
W2,CRDR,2.CRDR_JAN-APR 2026.xls,335,SKYMASTER EXPRESS,CAD,settled,0,PEAE008930,13771
I1,CRDR,2.CRDR_JAN-APR 2026.xls,336,SKYMASTER EXPRESS,USD,settled,0,PEOX006837,13773
W2,CRDR,2.CRDR_JAN-APR 2026.xls,336,SKYMASTER EXPRESS,USD,settled,0,PEOX006837,13773
I1,CRDR,2.CRDR_JAN-APR 2026.xls,337,CENTRANS INTERNATIONAL CO,USD,settled,0,PEOI009221,13769
I1,CRDR,2.CRDR_JAN-APR 2026.xls,338,DAWON SEA & AIR,USD,settled,0,PEAI008766,13768
I1,CRDR,2.CRDR_JAN-APR 2026.xls,339,WOOWON SEA & AIR,USD,settled,0,PEOI009247,13767
I1,CRDR,2.CRDR_JAN-APR 2026.xls,340,YOUNG CHEON LOGISTICS CO,USD,settled,0,PEOI009251,13770
I1,CRDR,2.CRDR_JAN-APR 2026.xls,341,SKYMASTER EXPRESS,CAD,settled,0,PEAE008931,13763
W2,CRDR,2.CRDR_JAN-APR 2026.xls,341,SKYMASTER EXPRESS,CAD,settled,0,PEAE008931,13763
I1,CRDR,2.CRDR_JAN-APR 2026.xls,342,SKYMASTER EXPRESS,USD,settled,0,PEOX006834,13758
W2,CRDR,2.CRDR_JAN-APR 2026.xls,342,SKYMASTER EXPRESS,USD,settled,0,PEOX006834,13758
I1,CRDR,2.CRDR_JAN-APR 2026.xls,343,YOUNG CHEON LOGISTICS CO,USD,settled,0,PEOI009235,13756
I1,CRDR,2.CRDR_JAN-APR 2026.xls,344,SKYMASTER EXPRESS,CAD,settled,0,PEAE008933,13751
W2,CRDR,2.CRDR_JAN-APR 2026.xls,344,SKYMASTER EXPRESS,CAD,settled,0,PEAE008933,13751
I1,CRDR,2.CRDR_JAN-APR 2026.xls,345,YOUNG CHEON LOGISTICS CO,USD,settled,0,PEOI009228,13737
I1,CRDR,2.CRDR_JAN-APR 2026.xls,346,SKYMASTER EXPRESS,USD,settled,0,PEOX006829,13622
W2,CRDR,2.CRDR_JAN-APR 2026.xls,346,SKYMASTER EXPRESS,USD,settled,0,PEOX006829,13622
I2,AP,3.AP_JAN-APR 2026.xls,1,TOTAL CUSTOMS SERVICES IN,CAD,payable,79.88,TRU-00376,29944
I2,AP,3.AP_JAN-APR 2026.xls,2,PORT7 CUSTOMS BROKERAGE,CAD,payable,113,PEOI009375,29791
I2,AP,3.AP_JAN-APR 2026.xls,4,PORT7 CUSTOMS BROKERAGE,CAD,payable,100.57,PEOI009442,29802
I2,AP,3.AP_JAN-APR 2026.xls,5,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006866,29794
I2,AP,3.AP_JAN-APR 2026.xls,6,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009444,29797
I2,AP,3.AP_JAN-APR 2026.xls,7,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009444,29798
I2,AP,3.AP_JAN-APR 2026.xls,8,A&B COURIER,CAD,payable,86.26,PEAE009004,29776
I2,AP,3.AP_JAN-APR 2026.xls,9,WIN YAN LOGISTICS,CAD,payable,925,PEOI009381,29783
I2,AP,3.AP_JAN-APR 2026.xls,10,PERFECT TRANSPORT,CAD,payable,490,PEOI009393,29782
I2,AP,3.AP_JAN-APR 2026.xls,11,GTA WORLD CARGO KOREAN AI,CAD,payable,357.77,PEAI008823,29787
I2,AP,3.AP_JAN-APR 2026.xls,12,IATA CARGO ACCOUNTS,CAD,payable,939.9,PEAE009004,29777
I2,AP,3.AP_JAN-APR 2026.xls,13,KDM,CAD,payable,250,PEAE009001,29785
I2,AP,3.AP_JAN-APR 2026.xls,16,AIR CANADA CARGO -ACCT,CAD,payable,143.47,PEAI008822,29760
I2,AP,3.AP_JAN-APR 2026.xls,17,NEWGEN TRANSPORT -ACC,CAD,payable,54.6,PEAE009000,29764
I2,AP,3.AP_JAN-APR 2026.xls,19,WIN YAN LOGISTICS,CAD,payable,725,PEOI009382,29761
I2,AP,3.AP_JAN-APR 2026.xls,20,A&B COURIER,CAD,payable,57.33,PEAI008822,29765
I2,AP,3.AP_JAN-APR 2026.xls,22,IATA CARGO ACCOUNTS,CAD,payable,199.3,PEAE008999,29768
I2,AP,3.AP_JAN-APR 2026.xls,24,A&B COURIER,CAD,payable,92.43,PEAE009002,29763
