rule,sourceType,sourceFile,sourceRow,partyName,currency,direction,rawBalance,ourRefNo,sourceInternalId
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,386,TOTAL CUSTOMS SERVICES IN,CAD,settled,0,PEAI008773,16974
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,387,IFLOW HVAC INC,CAD,settled,0,PEOI009271,16957
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,388,COLE INTERNATIONAL - ACC,CAD,settled,0,PEAI008774,16955
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,389,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009248,16954
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,389,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009248,16954
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,390,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009225,16953
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,390,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009225,16953
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,391,POCKETPUMP,CAD,settled,0,,16952
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,393,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009205,16947
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,393,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009205,16947
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,394,LEMOND FOOD CORP NEW ADDR,USD,receivable,15,PEOI009245,16946
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,394,LEMOND FOOD CORP NEW ADDR,USD,receivable,15,PEOI009245,16946
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,395,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009206,16945
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,395,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009206,16945
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,397,VIP TRANSPORT,CAD,settled,0,PEAI008771,16943
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,399,LEMOND FOOD CORP NEW ADDR,CAD,receivable,250,PEOI009266,16941
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,399,LEMOND FOOD CORP NEW ADDR,CAD,receivable,250,PEOI009266,16941
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,401,BEVCO JUICE DISTRIBUTOR I,CAD,settled,0,INVEN000090,16939
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,402,LEMOND FOOD CORP NEW ADDR,USD,receivable,4450,PEOI009228,16938
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,402,LEMOND FOOD CORP NEW ADDR,USD,receivable,4450,PEOI009228,16938
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,403,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009211,16937
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,403,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009211,16937
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,404,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009201,16936
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,404,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009201,16936
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,405,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009202,16935
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,405,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009202,16935
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,406,LEMOND FOOD CORP NEW ADDR,USD,receivable,4600,PEOI009205,16934
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,406,LEMOND FOOD CORP NEW ADDR,USD,receivable,4600,PEOI009205,16934
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,407,HQN INDUSTRIAL FABRICS,CAD,settled,0,PEOI009258,16933
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,408,INNOVATIVE LAMINATION,CAD,settled,0,PEAI008769,16932
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,409,AMOREPACIFIC CANADA INC(5,CAD,settled,0,PEOI009252,16951
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,410,AMOREPACIFIC CANADA INC(5,CAD,settled,0,PEOI009252,16950
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,411,TOTAL CUSTOMS SERVICES IN,CAD,settled,0,PEOI009252,16949
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,412,TOTAL CUSTOMS SERVICES IN,CAD,settled,0,PEOI009252,16948
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,414,LUNE & BE,CAD,settled,0,INVEN000098,16930
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,415,LUNE & BE,CAD,settled,0,INVEN000081,16929
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,416,NSI DISTRIBUTION,CAD,settled,0,PEAI008768,16928
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,417,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009212,16927
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,417,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009212,16927
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,418,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009226,16926
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,418,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009226,16926
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,419,THE WJ CANADA INC (WJ CA,CAD,settled,0,INVEN000041,16925
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,420,CLEARFREIGHT CANADA,CAD,settled,0,INVEN000037,16924
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,421,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009188,16923
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,421,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009188,16923
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,422,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009139,16922
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,422,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009139,16922
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,423,EXCELSIOR FLOORING,CAD,settled,0,PEOI009254,16921
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,424,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009209,16920
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,424,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009209,16920
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,426,CENTRE LOGISTIQUE,CAD,settled,0,INVEN000097,16918
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,427,CENTRE LOGISTIQUE,CAD,settled,0,INVEN000096,16917
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,428,CENTRE LOGISTIQUE,CAD,settled,0,INVEN000095,16916
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,430,BEVCO JUICE DISTRIBUTOR I,CAD,settled,0,INVEN000090,16914
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,431,BEVCO JUICE DISTRIBUTOR I,CAD,settled,0,INVEN000090,16913
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,432,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009251,16908
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,432,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009251,16908
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,433,GREEN FIELD PRODUCE,CAD,settled,0,PEOI009250,16907
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,435,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009227,16905
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,435,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009227,16905
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,436,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009203,16902
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,436,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009203,16902
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,437,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009247,16901
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,437,LEMOND FOOD CORP NEW ADDR,CAD,settled,0,PEOI009247,16901
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,438,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009155,16900
W2,INVOICE,1.INVOICE_JAN-APR 2026.xls,438,LEMOND FOOD CORP NEW ADDR,USD,settled,0,PEOI009155,16900
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,440,AMOREPACIFIC CANADA INC(5,CAD,settled,0,PEOI009234,16912
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,441,TOTAL CUSTOMS SERVICES IN,CAD,settled,0,PEOI009234,16911
I1,INVOICE,1.INVOICE_JAN-APR 2026.xls,442,CENTRE LOGISTIQUE,CAD,settled,0,INVEN000094,16822
I2,CRDR,2.CRDR_JAN-APR 2026.xls,5,SKYMASTER EXPRESS,USD,receivable,482.81,PEAI008825,14104
W2,CRDR,2.CRDR_JAN-APR 2026.xls,5,SKYMASTER EXPRESS,USD,receivable,482.81,PEAI008825,14104
W2,CRDR,2.CRDR_JAN-APR 2026.xls,7,SKYMASTER EXPRESS,USD,receivable,4919.2,PEOX006859,14102
I2,CRDR,2.CRDR_JAN-APR 2026.xls,14,KIMEX AIR & SEA,USD,receivable,465,PEOI009380,14095
I2,CRDR,2.CRDR_JAN-APR 2026.xls,15,SKYMASTER EXPRESS,USD,receivable,3859.68,PEAE008996,14094
W2,CRDR,2.CRDR_JAN-APR 2026.xls,15,SKYMASTER EXPRESS,USD,receivable,3859.68,PEAE008996,14094
I2,CRDR,2.CRDR_JAN-APR 2026.xls,16,PNL GLOBAL LOGISTICS,USD,payable,-3261.23,PEAE008996,14093
W2,CRDR,2.CRDR_JAN-APR 2026.xls,17,SKYMASTER EXPRESS,CAD,receivable,1260,PEAE009012,14092
W2,CRDR,2.CRDR_JAN-APR 2026.xls,18,SKYMASTER EXPRESS,CAD,receivable,1784,PEAE009012,14091
W2,CRDR,2.CRDR_JAN-APR 2026.xls,19,SKYMASTER EXPRESS,CAD,receivable,281.4,PEAE009012,14090
I2,CRDR,2.CRDR_JAN-APR 2026.xls,20,SEA AND AIR FREIGHT INTL,USD,receivable,1825.12,PEAI008820,14089
I2,CRDR,2.CRDR_JAN-APR 2026.xls,21,HANJIN TRANSPORTATION CO,USD,receivable,463.9,PEAI008824,14088
I2,CRDR,2.CRDR_JAN-APR 2026.xls,23,ORIENT SHIPPING,USD,receivable,1013.75,PEOI009388,14086
W2,CRDR,2.CRDR_JAN-APR 2026.xls,24,SKYMASTER EXPRESS,USD,receivable,715,PEOX006870,14084
I2,CRDR,2.CRDR_JAN-APR 2026.xls,25,JEONGHWA SHIPPING,CAD,receivable,1013.5,PEAE009011,14083
I2,CRDR,2.CRDR_JAN-APR 2026.xls,26,PWGROUP,USD,receivable,4022.91,PEOI009433,14085
I2,CRDR,2.CRDR_JAN-APR 2026.xls,27,JEONGHWA SHIPPING,CAD,receivable,1407.6,PEAE009005,14082
I2,CRDR,2.CRDR_JAN-APR 2026.xls,28,JEONGHWA SHIPPING,CAD,receivable,499,PEAE009008,14081
I2,CRDR,2.CRDR_JAN-APR 2026.xls,29,SKYMASTER EXPRESS,CAD,receivable,692,PEAE009007,14080
W2,CRDR,2.CRDR_JAN-APR 2026.xls,29,SKYMASTER EXPRESS,CAD,receivable,692,PEAE009007,14080
I2,CRDR,2.CRDR_JAN-APR 2026.xls,30,SKYMASTER EXPRESS,CAD,receivable,347,PEAE009007,14079
W2,CRDR,2.CRDR_JAN-APR 2026.xls,30,SKYMASTER EXPRESS,CAD,receivable,347,PEAE009007,14079
I2,CRDR,2.CRDR_JAN-APR 2026.xls,31,SKYMASTER EXPRESS,CAD,receivable,3580,PEAE009007,14078
W2,CRDR,2.CRDR_JAN-APR 2026.xls,31,SKYMASTER EXPRESS,CAD,receivable,3580,PEAE009007,14078
I2,CRDR,2.CRDR_JAN-APR 2026.xls,32,UNICO LOGISTICS,CAD,receivable,10261.8,PEAE009007,14077
I2,CRDR,2.CRDR_JAN-APR 2026.xls,33,RAMSES LOGISTICS,USD,receivable,70,PEOI009452,14076
I2,CRDR,2.CRDR_JAN-APR 2026.xls,34,PWGROUP,USD,receivable,1688.95,PEAI008823,14075
I2,CRDR,2.CRDR_JAN-APR 2026.xls,35,SKYMASTER EXPRESS,CAD,receivable,338.8,PEAE009006,14074
W2,CRDR,2.CRDR_JAN-APR 2026.xls,35,SKYMASTER EXPRESS,CAD,receivable,338.8,PEAE009006,14074
I2,CRDR,2.CRDR_JAN-APR 2026.xls,36,SKYMASTER EXPRESS,CAD,receivable,1252,PEAE009006,14073
W2,CRDR,2.CRDR_JAN-APR 2026.xls,36,SKYMASTER EXPRESS,CAD,receivable,1252,PEAE009006,14073
I2,CRDR,2.CRDR_JAN-APR 2026.xls,37,SKYMASTER EXPRESS,CAD,receivable,696,PEAE009006,14072
W2,CRDR,2.CRDR_JAN-APR 2026.xls,37,SKYMASTER EXPRESS,CAD,receivable,696,PEAE009006,14072
I2,CRDR,2.CRDR_JAN-APR 2026.xls,38,SKYMASTER EXPRESS,CAD,receivable,1552,PEAE009006,14071
W2,CRDR,2.CRDR_JAN-APR 2026.xls,38,SKYMASTER EXPRESS,CAD,receivable,1552,PEAE009006,14071
I2,CRDR,2.CRDR_JAN-APR 2026.xls,41,EUNSAN SHIPPING & AIRCARG,USD,receivable,576.7,PEAE009004,14066
I2,CRDR,2.CRDR_JAN-APR 2026.xls,42,EUNSAN SHIPPING & AIRCARG,USD,receivable,955.85,PEAE009001,14065
I2,CRDR,2.CRDR_JAN-APR 2026.xls,43,HANAHAN LOGISTICS,CAD,receivable,622.45,PEAE009004,14064
I2,CRDR,2.CRDR_JAN-APR 2026.xls,44,SKYMASTER EXPRESS,CAD,receivable,64.1,PEAE009004,14063
W2,CRDR,2.CRDR_JAN-APR 2026.xls,44,SKYMASTER EXPRESS,CAD,receivable,64.1,PEAE009004,14063
I2,CRDR,2.CRDR_JAN-APR 2026.xls,45,CARGOWAY EXPRESS,CAD,receivable,1327.82,PEAE009002,14062
I2,CRDR,2.CRDR_JAN-APR 2026.xls,46,HANJIN TRANSPORTATION CO,USD,receivable,453.4,PEAI008822,14061
I2,CRDR,2.CRDR_JAN-APR 2026.xls,47,JEONGHWA SHIPPING,CAD,receivable,434.5,PEAE009000,14060
I2,CRDR,2.CRDR_JAN-APR 2026.xls,48,CLOUD GLS,USD,receivable,3000.72,PEAE008998,14059
I2,CRDR,2.CRDR_JAN-APR 2026.xls,49,JEONGHWA SHIPPING,CAD,receivable,298,PEAE008999,14057
I2,CRDR,2.CRDR_JAN-APR 2026.xls,50,CLOUD GLS,USD,payable,-3920,PEOI009375,14056
I2,CRDR,2.CRDR_JAN-APR 2026.xls,51,JNLLOGIS,CAD,payable,-1509.39,PEOI009418,14054
I2,CRDR,2.CRDR_JAN-APR 2026.xls,52,SPEEDLINE SYSTEMS,USD,receivable,585,PEOI009431,14053
I2,CRDR,2.CRDR_JAN-APR 2026.xls,53,SKYMASTER EXPRESS,CAD,receivable,988,PEAE008997,14052
W2,CRDR,2.CRDR_JAN-APR 2026.xls,53,SKYMASTER EXPRESS,CAD,receivable,988,PEAE008997,14052
I2,CRDR,2.CRDR_JAN-APR 2026.xls,54,SKYMASTER EXPRESS,USD,receivable,21911.59,PEAE008996,14051
W2,CRDR,2.CRDR_JAN-APR 2026.xls,54,SKYMASTER EXPRESS,USD,receivable,21911.59,PEAE008996,14051
I2,CRDR,2.CRDR_JAN-APR 2026.xls,55,DAWON SEA & AIR,USD,receivable,3370.99,PEAI008821,14050
I2,CRDR,2.CRDR_JAN-APR 2026.xls,56,GLOTECH CORPORATION,USD,receivable,800,PEOI009358,14049
I2,CRDR,2.CRDR_JAN-APR 2026.xls,58,LEE GLOBAL LOGISTICS GMBH,USD,payable,-1048.5,PEAI008821,14067
I2,CRDR,2.CRDR_JAN-APR 2026.xls,59,JUNGJIN LOGIS,USD,receivable,450,PEOI009391,14047
I2,CRDR,2.CRDR_JAN-APR 2026.xls,60,RAMSES LOGISTICS,USD,receivable,70,PEOI009422,14046
I2,CRDR,2.CRDR_JAN-APR 2026.xls,61,RAMSES LOGISTICS,USD,receivable,70,PEOI009421,14045
I2,CRDR,2.CRDR_JAN-APR 2026.xls,62,RAMSES LOGISTICS,USD,receivable,70,PEOI009420,14044
I2,CRDR,2.CRDR_JAN-APR 2026.xls,63,ALL CARE LOGIX,USD,receivable,1024.16,PEAE008993,14043
I2,CRDR,2.CRDR_JAN-APR 2026.xls,64,UNICO LOGISTICS,CAD,receivable,3834.6,PEAE008993,14042
I2,CRDR,2.CRDR_JAN-APR 2026.xls,65,SKYMASTER EXPRESS,CAD,receivable,541.6,PEAE008994,14041
W2,CRDR,2.CRDR_JAN-APR 2026.xls,65,SKYMASTER EXPRESS,CAD,receivable,541.6,PEAE008994,14041
I2,CRDR,2.CRDR_JAN-APR 2026.xls,67,SKYMASTER EXPRESS,USD,receivable,477,PEAI008817,14039
W2,CRDR,2.CRDR_JAN-APR 2026.xls,67,SKYMASTER EXPRESS,USD,receivable,477,PEAI008817,14039
I2,CRDR,2.CRDR_JAN-APR 2026.xls,68,SKYMASTER EXPRESS,USD,receivable,477,PEAI008818,14038
W2,CRDR,2.CRDR_JAN-APR 2026.xls,68,SKYMASTER EXPRESS,USD,receivable,477,PEAI008818,14038
I2,CRDR,2.CRDR_JAN-APR 2026.xls,69,INTERNATIONAL BUSINESS FR,USD,receivable,858.85,PEAE008995,14037
I2,CRDR,2.CRDR_JAN-APR 2026.xls,70,GLOMC AIR &SEA,USD,receivable,6745,PEOX006863,14036
I2,CRDR,2.CRDR_JAN-APR 2026.xls,71,EAST AIR EXPRESS,CAD,receivable,737,PEAI008811,14035
I2,CRDR,2.CRDR_JAN-APR 2026.xls,72,RAMSES LOGISTICS,USD,receivable,70,PEOI009417,14034
I2,CRDR,2.CRDR_JAN-APR 2026.xls,73,RAMSES LOGISTICS,USD,receivable,70,PEOI009416,14033
I2,CRDR,2.CRDR_JAN-APR 2026.xls,74,HANARO TNS,USD,receivable,878.94,PEAE008992,14032
I2,CRDR,2.CRDR_JAN-APR 2026.xls,75,JET SOCIETY CORPORATION -,USD,receivable,380.5,PEAE008989,14031
I2,CRDR,2.CRDR_JAN-APR 2026.xls,76,SKYMASTER EXPRESS,CAD,receivable,2368,PEAE008989,14030
W2,CRDR,2.CRDR_JAN-APR 2026.xls,76,SKYMASTER EXPRESS,CAD,receivable,2368,PEAE008989,14030
I2,CRDR,2.CRDR_JAN-APR 2026.xls,77,RAMSES LOGISTICS,USD,receivable,70,PEOI009414,14029
I2,CRDR,2.CRDR_JAN-APR 2026.xls,79,RAMSES LOGISTICS,USD,receivable,70,PEOI009412,14027
I2,CRDR,2.CRDR_JAN-APR 2026.xls,80,RAMSES LOGISTICS,USD,receivable,70,PEOI009411,14026
I2,CRDR,2.CRDR_JAN-APR 2026.xls,81,RAMSES LOGISTICS,USD,receivable,70,PEOI009410,14025
I2,CRDR,2.CRDR_JAN-APR 2026.xls,83,WOOSUNG FREIGHT,CAD,receivable,712.63,PEAI008810,14023
I2,CRDR,2.CRDR_JAN-APR 2026.xls,84,RAMSES LOGISTICS,USD,receivable,70,PEOI009408,14022
I2,CRDR,2.CRDR_JAN-APR 2026.xls,85,RAMSES LOGISTICS,USD,receivable,70,PEOI009407,14021
I2,CRDR,2.CRDR_JAN-APR 2026.xls,86,RAMSES LOGISTICS,USD,receivable,70,PEOI009406,14020
I2,CRDR,2.CRDR_JAN-APR 2026.xls,87,SKYMASTER EXPRESS,USD,receivable,575,PEOX006854,14019
W2,CRDR,2.CRDR_JAN-APR 2026.xls,87,SKYMASTER EXPRESS,USD,receivable,575,PEOX006854,14019
I2,CRDR,2.CRDR_JAN-APR 2026.xls,88,BETTER SHIPPING,USD,receivable,933.8,PEOX006853,14018
I2,CRDR,2.CRDR_JAN-APR 2026.xls,89,SKYMASTER EXPRESS,CAD,receivable,357.36,PEAE008991,14017
W2,CRDR,2.CRDR_JAN-APR 2026.xls,89,SKYMASTER EXPRESS,CAD,receivable,357.36,PEAE008991,14017
I2,CRDR,2.CRDR_JAN-APR 2026.xls,90,SKYMASTER EXPRESS,CAD,receivable,3034.14,PEAE008991,14016
W2,CRDR,2.CRDR_JAN-APR 2026.xls,90,SKYMASTER EXPRESS,CAD,receivable,3034.14,PEAE008991,14016
I2,CRDR,2.CRDR_JAN-APR 2026.xls,91,SKYMASTER EXPRESS,CAD,receivable,68.26,PEAE008991,14015
W2,CRDR,2.CRDR_JAN-APR 2026.xls,91,SKYMASTER EXPRESS,CAD,receivable,68.26,PEAE008991,14015
I2,CRDR,2.CRDR_JAN-APR 2026.xls,92,YOUNG CHEON LOGISTICS CO,USD,payable,-4415,PEOI009405,14014
I2,CRDR,2.CRDR_JAN-APR 2026.xls,93,PWGROUP,USD,receivable,4123.72,PEAI008803,14013
I2,CRDR,2.CRDR_JAN-APR 2026.xls,94,BETTER SHIPPING,USD,receivable,830,PEOI009362,14012
I2,CRDR,2.CRDR_JAN-APR 2026.xls,95,RAMSES LOGISTICS,USD,receivable,70,PEOI009402,14011
I2,CRDR,2.CRDR_JAN-APR 2026.xls,96,RAMSES LOGISTICS,USD,receivable,70,PEOI009401,14010
I2,CRDR,2.CRDR_JAN-APR 2026.xls,97,SKYMASTER EXPRESS,CAD,receivable,13917.38,PEAE008987,14007
W2,CRDR,2.CRDR_JAN-APR 2026.xls,97,SKYMASTER EXPRESS,CAD,receivable,13917.38,PEAE008987,14007
I2,CRDR,2.CRDR_JAN-APR 2026.xls,98,SKYMASTER EXPRESS,CAD,receivable,1232.73,PEAE008988,14006
W2,CRDR,2.CRDR_JAN-APR 2026.xls,98,SKYMASTER EXPRESS,CAD,receivable,1232.73,PEAE008988,14006
I2,CRDR,2.CRDR_JAN-APR 2026.xls,99,JEONGHWA SHIPPING,CAD,receivable,937.6,PEAE008990,14005
I2,CRDR,2.CRDR_JAN-APR 2026.xls,100,SKYMASTER EXPRESS,CAD,receivable,1061.6,PEAE008979,14004
W2,CRDR,2.CRDR_JAN-APR 2026.xls,100,SKYMASTER EXPRESS,CAD,receivable,1061.6,PEAE008979,14004
I2,CRDR,2.CRDR_JAN-APR 2026.xls,101,SKYMASTER EXPRESS,CAD,receivable,355,PEAE008979,14003
W2,CRDR,2.CRDR_JAN-APR 2026.xls,101,SKYMASTER EXPRESS,CAD,receivable,355,PEAE008979,14003
I2,CRDR,2.CRDR_JAN-APR 2026.xls,103,RAMSES LOGISTICS,USD,receivable,70,PEOI009398,14001
I2,CRDR,2.CRDR_JAN-APR 2026.xls,104,RAMSES LOGISTICS,USD,receivable,70,PEOI009397,14000
I2,CRDR,2.CRDR_JAN-APR 2026.xls,105,RAMSES LOGISTICS,USD,receivable,195.55,PEOI009346,13999
I2,CRDR,2.CRDR_JAN-APR 2026.xls,106,SKYMASTER EXPRESS,CAD,receivable,2198.95,PEAE008982,13997
W2,CRDR,2.CRDR_JAN-APR 2026.xls,106,SKYMASTER EXPRESS,CAD,receivable,2198.95,PEAE008982,13997
I2,CRDR,2.CRDR_JAN-APR 2026.xls,107,SKYMASTER EXPRESS,CAD,receivable,2850,PEAE008982,13995
W2,CRDR,2.CRDR_JAN-APR 2026.xls,107,SKYMASTER EXPRESS,CAD,receivable,2850,PEAE008982,13995
I2,CRDR,2.CRDR_JAN-APR 2026.xls,108,SKYMASTER EXPRESS,CAD,receivable,522.35,PEAE008983,13988
W2,CRDR,2.CRDR_JAN-APR 2026.xls,108,SKYMASTER EXPRESS,CAD,receivable,522.35,PEAE008983,13988
I2,CRDR,2.CRDR_JAN-APR 2026.xls,111,RAMSES LOGISTICS,USD,receivable,70,PEOI009390,13996
I2,CRDR,2.CRDR_JAN-APR 2026.xls,112,YOUNG CHEON LOGISTICS CO,USD,payable,-4265,PEOI009389,13994
I2,CRDR,2.CRDR_JAN-APR 2026.xls,113,B&T GLS,USD,receivable,2781.72,PEAE008982,13993
I2,CRDR,2.CRDR_JAN-APR 2026.xls,114,INTERNATIONAL BUSINESS FR,USD,receivable,2930,PEAE008986,13992
I2,CRDR,2.CRDR_JAN-APR 2026.xls,115,JET SOCIETY CORPORATION -,USD,receivable,1591.64,PEAE008982,13991
I2,CRDR,2.CRDR_JAN-APR 2026.xls,116,SKYMASTER EXPRESS,USD,receivable,477,PEAI008812,14008
W2,CRDR,2.CRDR_JAN-APR 2026.xls,116,SKYMASTER EXPRESS,USD,receivable,477,PEAI008812,14008
I2,CRDR,2.CRDR_JAN-APR 2026.xls,117,HANJIN TRANSPORTATION CO,USD,receivable,600.71,PEAI008813,13990
I2,CRDR,2.CRDR_JAN-APR 2026.xls,118,THE H LOGISTICS,USD,receivable,35,PEOI009385,13989
I2,CRDR,2.CRDR_JAN-APR 2026.xls,119,HANJIN TRANSPORTATION CO,USD,receivable,215,PEOI009378,13987
I2,CRDR,2.CRDR_JAN-APR 2026.xls,120,SINO LOGISTICS,USD,receivable,35,PEOI009384,13986
I2,CRDR,2.CRDR_JAN-APR 2026.xls,121,SINO LOGISTICS,USD,receivable,35,PEOI009383,13985
I2,CRDR,2.CRDR_JAN-APR 2026.xls,122,RAMSES LOGISTICS,USD,receivable,70,PEOI009382,13984
I2,CRDR,2.CRDR_JAN-APR 2026.xls,123,RAMSES LOGISTICS,USD,receivable,70,PEOI009381,13983
I2,CRDR,2.CRDR_JAN-APR 2026.xls,124,GLOMC AIR &SEA,USD,receivable,6625,PEOX006858,13982
I2,CRDR,2.CRDR_JAN-APR 2026.xls,125,PROLINE SEA & AIR,USD,receivable,896,PEAI008804,13981
I2,CRDR,2.CRDR_JAN-APR 2026.xls,126,HANJIN TRANSPORTATION CO,USD,receivable,3650,PEOX006860,13944
I2,CRDR,2.CRDR_JAN-APR 2026.xls,127,ROYAL GLS,USD,receivable,549.7,PEAI008807,13980
I2,CRDR,2.CRDR_JAN-APR 2026.xls,128,SKYMASTER EXPRESS,USD,receivable,562.16,PEAI008802,13979
W2,CRDR,2.CRDR_JAN-APR 2026.xls,128,SKYMASTER EXPRESS,USD,receivable,562.16,PEAI008802,13979
I2,CRDR,2.CRDR_JAN-APR 2026.xls,129,SKYMASTER EXPRESS,CAD,receivable,1147.5,PEAE008978,13978
W2,CRDR,2.CRDR_JAN-APR 2026.xls,129,SKYMASTER EXPRESS,CAD,receivable,1147.5,PEAE008978,13978
I2,CRDR,2.CRDR_JAN-APR 2026.xls,130,SKYMASTER EXPRESS,CAD,receivable,1717.5,PEAE008978,13977
W2,CRDR,2.CRDR_JAN-APR 2026.xls,130,SKYMASTER EXPRESS,CAD,receivable,1717.5,PEAE008978,13977
I2,CRDR,2.CRDR_JAN-APR 2026.xls,133,TRUST AND BEST,USD,payable,-1353.06,PEOI009442,14068
I2,CRDR,2.CRDR_JAN-APR 2026.xls,134,OEC FREIGHT CO L,USD,payable,-4600,PEOI009404,14058
